text,label,cleaned_text
I am so ♥♥♥♥♥♥♥ bad at this game :steamsad:,1,i am so  bad at this game steamsad
"typical counter strike loop:
1. you get back on counter strike for the first time in months
2. you get your your friends to get back on counter strike for the first time in months
3. you play a game of dust 2
4. you and your friends remember why this is your first game in months
5. you and your friends uninstall counter strike
6. see 1",1,"typical counter strike loop
1. you get back on counter strike for the first time in months
2. you get your your friends to get back on counter strike for the first time in months
3. you play a game of dust 2
4. you and your friends remember why this is your first game in months
5. you and your friends uninstall counter strike
6. see 1"
"Very addicting if you love shooter games, teamwork really feels good. I would say there is barely anything bad about this game, I love it personally.",1,very addicting if you love shooter games teamwork really feels good. i would say there is barely anything bad about this game i love it personally.
"If you are playing on a third party like Faceit, might be a good experience. On the other hand if u are playing premier good luck fighting with the 4 russians without microphones (in a good case) or with microphones that just scream at eachother in russian the entire game and the insane amount of cheaters recently. Every other game there's someone blatantly cheating that has no shame admitting it and telling you to quit the game or keep crying. It's the least fun experience you can have in gaming honestly, decent game with a terrible anticheat and even worse developers that only release gambling methods instead of fixing the game.",0,if you are playing on a third party like faceit might be a good experience. on the other hand if u are playing premier good luck fighting with the 4 russians without microphones in a good case or with microphones that just scream at eachother in russian the entire game and the insane amount of cheaters recently. every other game there's someone blatantly cheating that has no shame admitting it and telling you to quit the game or keep crying. it's the least fun experience you can have in gaming honestly decent game with a terrible anticheat and even worse developers that only release gambling methods instead of fixing the game.
my mother and fatjer have always told me not to smoke and i never did because i was scared of getting cancer but noww that ive played this game im going to go buy 6 packs of malboros and smoke to my hearts consent because this game is straight cancer with the amount of cheaters,0,my mother and fatjer have always told me not to smoke and i never did because i was scared of getting cancer but noww that ive played this game im going to go buy 6 packs of malboros and smoke to my hearts consent because this game is straight cancer with the amount of cheaters
becuse my soal is broken in this game okkkkkkkkkkkkkkkkkkkkkkkk????????????\,0,becuse my soal is broken in this game okkkkkkkkkkkkkkkkkkkkkkkk????????????
"Absolutely unplayable. Too many cheaters, bot farms are all over deathmatches. 
VacLive is dog crap, bring back overwatch. This is waaay worse than CSGO when it comes to cheating.
Billion dollar company yet can't even create a good algorithm for anti cheat. Hate to say it but Valorant
has better anti-cheat than this damn game..",0,"absolutely unplayable. too many cheaters bot farms are all over deathmatches. 
vaclive is dog crap bring back overwatch. this is waaay worse than csgo when it comes to cheating.
billion dollar company yet can't even create a good algorithm for anti cheat. hate to say it but valorant
has better anticheat than this damn game.."
Do yourself a favour and never play this game if you dont have additional software.,0,do yourself a favour and never play this game if you dont have additional software.
"This game took my soul, 10/10 would recommend",1,this game took my soul 1010 would recommend
"c4 good,recoil bad/good game",1,c4 goodrecoil badgood game
